run_spec_id,cohort,task_id,graph_id,edge_count,experiment_seed,initial_state,final_state,initial_correct,final_correct,paired_delta,model_calls,backend_calls,input_tokens,output_tokens,private_output_tokens,public_output_tokens,private_length_turns,private_parsed_turns,summary_answer_mismatch_turns,length_turns,unparsed_turns,audit_turns,summarization_turns,message_compression_turns,context_overflow_turns,context_truncation_turns,raw_broadcast_mismatch_messages,serial_generation_latency_seconds,external_round_zero_rate,difficulty_band
run-spec-32d7ce06cdf9c809426f,full_rationale,2026_AIME_I_P01,g-n5-m8-098c132ef3277e03,8,0,C,C,1,1,0,13,13,33209,18378,0,0,0,0,0,0,0,13,0,0,0,0,0,288.51628259941936,1.0,ceiling
run-spec-9085cf2e5a44fb3b4bd5,full_rationale,2026_AIME_I_P01,g-n5-m8-8cbea459f4a9f71d,8,0,C,C,1,1,0,14,14,30007,14277,0,0,0,0,0,0,0,14,0,0,0,0,0,221.7737580910325,1.0,ceiling
run-spec-df23f7a05497e84f6ea8,full_rationale,2026_AIME_I_P01,g-n5-m12-aa67d00fd87be761,12,0,C,C,1,1,0,15,15,61973,20786,0,0,0,0,0,0,0,15,0,0,0,0,0,319.2034676037729,1.0,ceiling
run-spec-c9ca0a4d7af97d1ad7ff,full_rationale,2026_AIME_I_P01,g-n5-m12-245b8a7d712cb4a0,12,0,C,C,1,1,0,15,15,47996,16959,0,0,0,0,0,0,0,15,0,0,0,0,0,261.4735873527825,1.0,ceiling
run-spec-e7ae14c51537af506176,full_rationale,2026_AIME_I_P02,g-n5-m4-020c02ee23fd10e6,4,0,C,C,1,1,0,14,14,74368,49504,0,0,0,0,0,0,0,14,0,0,0,0,0,1026.0478075183928,0.5,informative
run-spec-cb07f6dd7e17261d8561,full_rationale,2026_AIME_I_P02,g-n5-m4-8ace11eb98f60ea5,4,0,C,O,1,0,-1,13,13,74603,51422,0,0,0,0,0,0,0,13,0,0,0,0,0,1077.422273684293,0.5,informative
run-spec-33fa32bc1437ac571283,full_rationale,2026_AIME_I_P02,g-n5-m4-e6b58e28f5d141e8,4,0,C,C,1,1,0,12,12,62548,42694,0,0,0,0,0,0,0,12,0,0,0,0,0,854.061357036233,0.5,informative
run-spec-bcfec2bb3aad8d6dc11c,full_rationale,2026_AIME_I_P02,g-n5-m8-d7ed48430d5f1b67,8,0,C,C,1,1,0,14,14,102216,50005,0,0,0,0,0,0,0,14,0,0,0,0,0,1046.838765129447,0.5,informative
run-spec-6d9f7e1c01483639beaa,full_rationale,2026_AIME_I_P02,g-n5-m8-7f3a9ce5d54de331,8,0,O,C,0,1,1,13,13,75523,40534,0,0,0,0,0,0,0,13,0,0,0,0,0,796.140880048275,0.5,informative
run-spec-ab40d1880cd8c6bfaa86,full_rationale,2026_AIME_I_P02,g-n5-m8-9970b4b974e58087,8,0,C,C,1,1,0,12,12,59973,34230,0,0,0,0,0,0,0,12,0,0,0,0,0,643.5098001621664,0.5,informative
run-spec-5e8ff71864613dd13330,full_rationale,2026_AIME_I_P02,g-n5-m12-e751609d27011f71,12,0,C,C,1,1,0,15,15,130911,46950,0,0,0,0,0,0,0,15,0,0,0,0,0,1005.6197134293616,0.5,informative
run-spec-625246d7ad2db819c4e4,full_rationale,2026_AIME_I_P02,g-n5-m12-b7994e50c3403f63,12,0,C,C,1,1,0,16,16,147145,53359,0,0,0,0,0,0,0,16,0,0,0,0,0,1174.5936802253127,0.5,informative
run-spec-4a21858958360ab43e14,full_rationale,2026_AIME_I_P02,g-n5-m12-c2d302af32c23635,12,0,C,C,1,1,0,15,15,120075,45297,0,0,0,0,0,0,0,15,0,0,0,0,0,1044.6802633851767,0.5,informative
run-spec-dab2c4a98b7cd942e526,full_rationale,2026_AIME_I_P02,g-n5-m16-d8343258cfd33056,16,0,C,C,1,1,0,16,16,190687,56051,0,0,0,0,0,0,0,16,0,0,0,0,0,1295.6843281500041,0.5,informative
run-spec-d2fd3930ae6b23523a9b,full_rationale,2026_AIME_I_P02,g-n5-m4-fc174fd4cac969a2,4,0,O,C,0,1,1,16,16,91655,57111,0,0,0,0,0,0,0,16,0,0,0,0,0,1346.1609550081193,0.5,informative
run-spec-942eb3d6e92103bddbfd,full_rationale,2026_AIME_I_P02,g-n5-m4-c86f6be403cf7523,4,0,O,C,0,1,1,14,14,68533,43690,0,0,0,0,0,0,0,14,0,0,0,0,0,1058.263999056071,0.5,informative
run-spec-33d10cfe603d2f57e019,full_rationale,2026_AIME_I_P02,g-n5-m8-098c132ef3277e03,8,0,C,C,1,1,0,13,13,117362,61434,0,0,0,0,0,0,0,13,0,0,0,0,0,1520.3190549612045,0.5,informative
run-spec-d6394c7e31e80ccc88f3,full_rationale,2026_AIME_I_P02,g-n5-m8-8cbea459f4a9f71d,8,0,O,O,0,0,0,14,14,100129,50105,0,0,0,0,0,0,0,14,0,0,0,0,0,1253.415894355625,0.5,informative
run-spec-8a1f197833fd19a70f40,full_rationale,2026_AIME_I_P02,g-n5-m12-aa67d00fd87be761,12,0,O,O,0,0,0,15,15,159767,55303,0,0,0,0,0,0,0,15,0,0,0,0,0,1345.317918010056,0.5,informative
run-spec-74db7c3d5d75a378b0e1,full_rationale,2026_AIME_I_P02,g-n5-m12-245b8a7d712cb4a0,12,0,C,C,1,1,0,15,15,136795,48793,0,0,0,0,0,0,0,15,0,0,0,0,0,1176.666398100555,0.5,informative
run-spec-30e0446f800a27b260f3,full_rationale,2026_AIME_I_P03,g-n5-m4-020c02ee23fd10e6,4,0,C,C,1,1,0,14,14,34406,20581,0,0,0,0,0,0,0,14,0,0,0,0,0,479.88214686512947,0.8,informative
run-spec-6ee1a70eb4bd0bd058a5,full_rationale,2026_AIME_I_P03,g-n5-m4-8ace11eb98f60ea5,4,0,C,C,1,1,0,13,13,31811,19950,0,0,0,0,0,0,0,13,0,0,0,0,0,460.09338007867336,0.8,informative
run-spec-344d6bb7941c80ee062f,full_rationale,2026_AIME_I_P03,g-n5-m4-e6b58e28f5d141e8,4,0,C,C,1,1,0,12,12,32833,23593,0,0,0,0,0,0,0,12,0,0,0,0,0,554.0898700356483,0.8,informative
run-spec-d4710085776acf013222,full_rationale,2026_AIME_I_P03,g-n5-m8-d7ed48430d5f1b67,8,0,C,C,1,1,0,14,14,42533,20042,0,0,0,0,0,0,0,14,0,0,0,0,0,456.483259934932,0.8,informative
run-spec-20d2be7e08473fbcf079,full_rationale,2026_AIME_I_P03,g-n5-m8-7f3a9ce5d54de331,8,0,C,C,1,1,0,13,13,45899,22615,0,0,0,0,0,0,0,13,0,0,0,0,0,514.8999824002385,0.8,informative
run-spec-50453abaef41ce171bbb,full_rationale,2026_AIME_I_P03,g-n5-m8-9970b4b974e58087,8,0,C,C,1,1,0,12,12,49713,26021,0,0,0,0,0,0,0,12,0,0,0,0,0,654.1734746210277,0.8,informative
run-spec-425732ebaae0edd297a6,full_rationale,2026_AIME_I_P03,g-n5-m12-e751609d27011f71,12,0,C,C,1,1,0,15,15,57428,20068,0,0,0,0,0,0,0,15,0,0,0,0,0,523.1416140049696,0.8,informative
run-spec-532e8cf0eca18db5e7a6,full_rationale,2026_AIME_I_P03,g-n5-m12-b7994e50c3403f63,12,0,C,C,1,1,0,16,16,59765,21284,0,0,0,0,0,0,1,16,0,0,0,0,0,553.2415864765644,0.8,informative
run-spec-f8d071162692a9b3f0ba,full_rationale,2026_AIME_I_P03,g-n5-m12-c2d302af32c23635,12,0,C,C,1,1,0,15,15,61690,23985,0,0,0,0,0,0,2,15,0,0,0,0,0,606.9821546040475,0.8,informative
run-spec-85bb82107aa234ed85f2,full_rationale,2026_AIME_I_P03,g-n5-m16-d8343258cfd33056,16,0,U,C,0,1,1,16,16,72222,20391,0,0,0,0,0,0,1,16,0,0,0,0,0,520.2137794233859,0.8,informative
run-spec-ba3f82ad53583481bd0d,full_rationale,2026_AIME_I_P03,g-n5-m4-fc174fd4cac969a2,4,0,C,C,1,1,0,16,16,39922,23388,0,0,0,0,0,0,3,16,0,0,0,0,0,573.8148311376572,0.8,informative
run-spec-a09070ad4ec587671ccf,full_rationale,2026_AIME_I_P03,g-n5-m4-c86f6be403cf7523,4,0,C,C,1,1,0,14,14,32173,19262,0,0,0,0,0,0,0,14,0,0,0,0,0,485.3819190636277,0.8,informative
run-spec-d3904a6ff4c073993f07,full_rationale,2026_AIME_I_P03,g-n5-m8-098c132ef3277e03,8,0,C,C,1,1,0,13,13,67385,30329,0,0,0,0,0,0,1,13,0,0,0,0,0,660.0771260857582,0.8,informative
run-spec-b8e973a085aedf2ea976,full_rationale,2026_AIME_I_P03,g-n5-m8-8cbea459f4a9f71d,8,0,U,C,0,1,1,14,14,48939,24191,0,0,0,0,0,0,2,14,0,0,0,0,0,453.2612232044339,0.8,informative
run-spec-c8585f236c9680dfdc12,full_rationale,2026_AIME_I_P03,g-n5-m12-aa67d00fd87be761,12,0,C,C,1,1,0,15,15,83743,33884,0,0,0,0,0,0,1,15,0,0,0,0,0,666.6673971153796,0.8,informative
run-spec-7a816bbeb7c9f122371e,full_rationale,2026_AIME_I_P03,g-n5-m12-245b8a7d712cb4a0,12,0,C,C,1,1,0,15,15,58658,20920,0,0,0,0,0,0,2,15,0,0,0,0,0,384.5035368427634,0.8,informative
run-spec-cee109378ec51b3e1327,full_rationale,2026_AIME_I_P04,g-n5-m4-020c02ee23fd10e6,4,0,O,C,0,1,1,14,14,60049,38712,0,0,0,0,0,0,0,14,0,0,0,0,0,752.5894369743764,0.5,informative
run-spec-307c60b63c6ecc18cc6c,full_rationale,2026_AIME_I_P04,g-n5-m4-8ace11eb98f60ea5,4,0,C,C,1,1,0,13,13,56390,35540,0,0,0,0,0,0,0,13,0,0,0,0,0,687.8795938193798,0.5,informative
run-spec-0f229e64980a72225645,full_rationale,2026_AIME_I_P04,g-n5-m4-e6b58e28f5d141e8,4,0,C,C,1,1,0,12,12,48088,33477,0,0,0,0,0,0,0,12,0,0,0,0,0,650.0163988247514,0.5,informative
run-spec-0b41b08de186e62fe6f1,full_rationale,2026_AIME_I_P04,g-n5-m8-d7ed48430d5f1b67,8,0,O,C,0,1,1,14,14,81880,39237,0,0,0,0,0,0,0,14,0,0,0,0,0,768.9711553901434,0.5,informative
run-spec-12dd68f2ed451d9f271d,full_rationale,2026_AIME_I_P04,g-n5-m8-7f3a9ce5d54de331,8,0,C,O,1,0,-1,13,13,95087,47157,0,0,0,0,0,0,0,13,0,0,0,0,0,944.6291949562728,0.5,informative
run-spec-7c8775a80ee57bcdb6de,full_rationale,2026_AIME_I_P04,g-n5-m8-9970b4b974e58087,8,0,O,C,0,1,1,12,12,53973,33478,0,0,0,0,0,0,0,12,0,0,0,0,0,642.2431931458414,0.5,informative
run-spec-0b28e43d8bd3a5a6241e,full_rationale,2026_AIME_I_P04,g-n5-m12-e751609d27011f71,12,0,O,C,0,1,1,15,15,102255,33732,0,0,0,0,0,0,0,15,0,0,0,0,0,645.8379645943642,0.5,informative
run-spec-bf45a04a672040ac9a52,full_rationale,2026_AIME_I_P04,g-n5-m12-b7994e50c3403f63,12,0,C,C,1,1,0,16,16,114020,37645,0,0,0,0,0,0,0,16,0,0,0,0,0,740.6340601630509,0.5,informative
run-spec-485852b58ad9e976a4e8,full_rationale,2026_AIME_I_P04,g-n5-m12-c2d302af32c23635,12,0,C,O,1,0,-1,15,15,116770,39887,0,0,0,0,0,0,0,15,0,0,0,0,0,829.8422436192632,0.5,informative
run-spec-256daaf34c86d1049deb,full_rationale,2026_AIME_I_P04,g-n5-m16-d8343258cfd33056,16,0,O,C,0,1,1,16,16,123054,35101,0,0,0,0,0,0,0,16,0,0,0,0,0,746.496186863631,0.5,informative
run-spec-2b17d527bb951f60ed27,full_rationale,2026_AIME_I_P04,g-n5-m4-fc174fd4cac969a2,4,0,O,C,0,1,1,16,16,75205,44731,0,0,0,0,0,0,0,16,0,0,0,0,0,956.414369083941,0.5,informative
run-spec-274f1498b793f8edda39,full_rationale,2026_AIME_I_P04,g-n5-m4-c86f6be403cf7523,4,0,O,C,0,1,1,14,14,55407,33837,0,0,0,0,0,0,0,14,0,0,0,0,0,712.6916362568736,0.5,informative
run-spec-392b1407467ca2389d78,full_rationale,2026_AIME_I_P04,g-n5-m8-098c132ef3277e03,8,0,C,C,1,1,0,13,13,73480,37173,0,0,0,0,0,0,0,13,0,0,0,0,0,772.3834727928042,0.5,informative
run-spec-fb87eca6e37922cbbed5,full_rationale,2026_AIME_I_P04,g-n5-m8-8cbea459f4a9f71d,8,0,O,C,0,1,1,14,14,82437,36896,0,0,0,0,0,0,0,14,0,0,0,0,0,766.5746089145541,0.5,informative
run-spec-a9848bcaaef836f42624,full_rationale,2026_AIME_I_P04,g-n5-m12-aa67d00fd87be761,12,0,C,C,1,1,0,15,15,101943,37345,0,0,0,0,0,0,0,15,0,0,0,0,0,772.2410862334073,0.5,informative
run-spec-bbafe556c9e242693855,full_rationale,2026_AIME_I_P04,g-n5-m12-245b8a7d712cb4a0,12,0,O,C,0,1,1,15,15,90276,31748,0,0,0,0,0,0,0,15,0,0,0,0,0,682.25603377074,0.5,informative
run-spec-8372e8bc7d3f46942128,full_rationale,2026_AIME_I_P05,g-n5-m4-020c02ee23fd10e6,4,0,C,C,1,1,0,14,14,27290,16840,0,0,0,0,0,0,0,14,0,0,0,0,0,368.6613253541291,1.0,ceiling
run-spec-5ded8cd589b55a08913b,full_rationale,2026_AIME_I_P05,g-n5-m4-8ace11eb98f60ea5,4,0,C,C,1,1,0,13,13,24975,16135,0,0,0,0,0,0,0,13,0,0,0,0,0,334.9933776371181,1.0,ceiling
run-spec-433e7ab005c5ac60a679,full_rationale,2026_AIME_I_P05,g-n5-m4-e6b58e28f5d141e8,4,0,C,C,1,1,0,12,12,21988,14401,0,0,0,0,0,0,0,12,0,0,0,0,0,299.4734356813133,1.0,ceiling
run-spec-e3c9ed3d8994e1542066,full_rationale,2026_AIME_I_P05,g-n5-m8-d7ed48430d5f1b67,8,0,C,C,1,1,0,14,14,38918,19981,0,0,0,0,0,0,0,14,0,0,0,0,0,411.94895362481475,1.0,ceiling
run-spec-80dd5e25fd07db01638b,full_rationale,2026_AIME_I_P05,g-n5-m8-7f3a9ce5d54de331,8,0,C,C,1,1,0,13,13,32183,16696,0,0,0,0,0,0,0,13,0,0,0,0,0,346.0027248635888,1.0,ceiling
run-spec-d6b37ebf7fdc18b60db0,full_rationale,2026_AIME_I_P05,g-n5-m8-9970b4b974e58087,8,0,C,C,1,1,0,12,12,24927,14883,0,0,0,0,0,0,0,12,0,0,0,0,0,313.7674853987992,1.0,ceiling
run-spec-4634ba50e627b5504d22,full_rationale,2026_AIME_I_P05,g-n5-m12-e751609d27011f71,12,0,C,C,1,1,0,15,15,49504,18334,0,0,0,0,0,0,0,15,0,0,0,0,0,368.7217781804502,1.0,ceiling
run-spec-086b13becf1c9ac82992,full_rationale,2026_AIME_I_P05,g-n5-m12-b7994e50c3403f63,12,0,C,C,1,1,0,16,16,53059,19797,0,0,0,0,0,0,0,16,0,0,0,0,0,389.5155299529433,1.0,ceiling
run-spec-5112d63030b07c065e7e,full_rationale,2026_AIME_I_P05,g-n5-m12-c2d302af32c23635,12,0,C,C,1,1,0,15,15,50199,18974,0,0,0,0,0,0,0,15,0,0,0,0,0,372.69043957814574,1.0,ceiling
run-spec-cc757ef1e102364b0216,full_rationale,2026_AIME_I_P05,g-n5-m16-d8343258cfd33056,16,0,C,C,1,1,0,16,16,65181,20023,0,0,0,0,0,0,0,16,0,0,0,0,0,344.4785963408649,1.0,ceiling
run-spec-61b8529a3e088af1701f,full_rationale,2026_AIME_I_P05,g-n5-m4-fc174fd4cac969a2,4,0,C,C,1,1,0,16,16,32734,19334,0,0,0,0,0,0,0,16,0,0,0,0,0,330.3661133572459,1.0,ceiling
run-spec-2c15b1b638eac329f982,full_rationale,2026_AIME_I_P05,g-n5-m4-c86f6be403cf7523,4,0,C,C,1,1,0,14,14,27546,17082,0,0,0,0,0,0,0,14,0,0,0,0,0,275.82347878068686,1.0,ceiling
run-spec-c016998db27c62e032a3,full_rationale,2026_AIME_I_P05,g-n5-m8-098c132ef3277e03,8,0,C,C,1,1,0,13,13,32494,16754,0,0,0,0,0,0,0,13,0,0,0,0,0,269.95486154034734,1.0,ceiling
run-spec-3958b215f8096e9ef0c9,full_rationale,2026_AIME_I_P05,g-n5-m8-8cbea459f4a9f71d,8,0,C,C,1,1,0,14,14,36040,17302,0,0,0,0,0,0,0,14,0,0,0,0,0,279.04507463797927,1.0,ceiling
run-spec-e7cf3024078f49790510,full_rationale,2026_AIME_I_P05,g-n5-m12-aa67d00fd87be761,12,0,C,C,1,1,0,15,15,51463,18870,0,0,0,0,0,0,0,15,0,0,0,0,0,303.7295225262642,1.0,ceiling
run-spec-6abf5e44446a4f345b8a,full_rationale,2026_AIME_I_P05,g-n5-m12-245b8a7d712cb4a0,12,0,C,C,1,1,0,15,15,49716,18572,0,0,0,0,0,0,0,15,0,0,0,0,0,299.29633251205087,1.0,ceiling
run-spec-baecff053da55f2e4df7,full_rationale,2026_AIME_I_P06,g-n5-m4-020c02ee23fd10e6,4,0,C,C,1,1,0,14,14,32710,20999,0,0,0,0,0,0,0,14,0,0,0,0,0,334.2283550873399,1.0,ceiling
run-spec-a9ba3ec6023bf49ea73b,full_rationale,2026_AIME_I_P06,g-n5-m4-8ace11eb98f60ea5,4,0,C,C,1,1,0,13,13,24924,16967,0,0,0,0,0,0,0,13,0,0,0,0,0,272.59469835460186,1.0,ceiling
run-spec-529c15cb8ddd089c2da3,full_rationale,2026_AIME_I_P06,g-n5-m4-e6b58e28f5d141e8,4,0,C,C,1,1,0,12,12,26638,18335,0,0,0,0,0,0,0,12,0,0,0,0,0,292.76290637254715,1.0,ceiling
run-spec-12b67995ef048e2c5447,full_rationale,2026_AIME_I_P06,g-n5-m8-d7ed48430d5f1b67,8,0,C,C,1,1,0,14,14,38412,20448,0,0,0,0,0,0,0,14,0,0,0,0,0,325.65794901549816,1.0,ceiling
run-spec-8398323913f2d959aff6,full_rationale,2026_AIME_I_P06,g-n5-m8-7f3a9ce5d54de331,8,0,C,C,1,1,0,13,13,36000,19101,0,0,0,0,0,0,0,13,0,0,0,0,0,303.67759864777327,1.0,ceiling
run-spec-2daecfbd0af709ec8e8a,full_rationale,2026_AIME_I_P06,g-n5-m8-9970b4b974e58087,8,0,C,C,1,1,0,12,12,27971,16840,0,0,0,0,0,0,1,12,0,0,0,0,0,271.6778367161751,1.0,ceiling
run-spec-5ebe330d61edad220e0c,full_rationale,2026_AIME_I_P06,g-n5-m12-e751609d27011f71,12,0,C,C,1,1,0,15,15,52952,20196,0,0,0,0,0,0,0,15,0,0,0,0,0,331.58884002640843,1.0,ceiling
run-spec-9c1ac52a81b0222c83b3,full_rationale,2026_AIME_I_P06,g-n5-m12-b7994e50c3403f63,12,0,C,C,1,1,0,16,16,56809,22126,0,0,0,0,0,0,0,16,0,0,0,0,0,366.73771250993013,1.0,ceiling
run-spec-3be004a856aa87dba8eb,full_rationale,2026_AIME_I_P06,g-n5-m12-c2d302af32c23635,12,0,C,C,1,1,0,15,15,56808,21259,0,0,0,0,0,0,0,15,0,0,0,0,0,352.1597623229027,1.0,ceiling
run-spec-6837118564aea9f6bb84,full_rationale,2026_AIME_I_P06,g-n5-m16-d8343258cfd33056,16,0,C,C,1,1,0,16,16,71294,22144,0,0,0,0,0,0,0,16,0,0,0,0,0,367.40274726226926,1.0,ceiling
run-spec-0795b7d1ee98042b199c,full_rationale,2026_AIME_I_P06,g-n5-m4-fc174fd4cac969a2,4,0,C,C,1,1,0,16,16,36550,22677,0,0,0,0,0,0,0,16,0,0,0,0,0,375.41696179658175,1.0,ceiling
run-spec-aa7bf9c8fe234e6afdcd,full_rationale,2026_AIME_I_P06,g-n5-m4-c86f6be403cf7523,4,0,C,C,1,1,0,14,14,30028,19466,0,0,0,0,0,0,0,14,0,0,0,0,0,324.034142781049,1.0,ceiling
run-spec-31a78d7dd4d15acfea05,full_rationale,2026_AIME_I_P06,g-n5-m8-098c132ef3277e03,8,0,C,C,1,1,0,13,13,33510,18013,0,0,0,0,0,0,0,13,0,0,0,0,0,302.1143314577639,1.0,ceiling
run-spec-1deb6bc8bc132cf5c1e6,full_rationale,2026_AIME_I_P06,g-n5-m8-8cbea459f4a9f71d,8,0,C,C,1,1,0,14,14,41092,20033,0,0,0,0,0,0,0,14,0,0,0,0,0,336.0423173569143,1.0,ceiling
run-spec-ed134a0853e93f94c429,full_rationale,2026_AIME_I_P06,g-n5-m12-aa67d00fd87be761,12,0,C,C,1,1,0,15,15,54818,20712,0,0,0,0,0,0,1,15,0,0,0,0,0,347.01302176713943,1.0,ceiling
run-spec-9b5b968dc4d3f053697b,full_rationale,2026_AIME_I_P06,g-n5-m12-245b8a7d712cb4a0,12,0,C,C,1,1,0,15,15,50797,19662,0,0,0,0,0,0,0,15,0,0,0,0,0,330.3581983409822,1.0,ceiling
run-spec-86b5179410191ac51944,full_rationale,2026_AIME_I_P07,g-n5-m4-020c02ee23fd10e6,4,0,C,C,1,1,0,14,14,45019,28583,0,0,0,0,0,0,0,14,0,0,0,0,0,474.47741482779384,0.9,ceiling
run-spec-568b4ef9fb1ac9bcb7a5,full_rationale,2026_AIME_I_P07,g-n5-m4-8ace11eb98f60ea5,4,0,C,C,1,1,0,13,13,45352,32739,0,0,0,0,0,0,0,13,0,0,0,0,0,589.5595900937915,0.9,ceiling
run-spec-02d8139468909c42dc99,full_rationale,2026_AIME_I_P07,g-n5-m4-e6b58e28f5d141e8,4,0,C,C,1,1,0,12,12,37347,25932,0,0,0,0,0,0,0,12,0,0,0,0,0,452.0188228264451,0.9,ceiling
run-spec-e89de3923bf4c5cea5f1,full_rationale,2026_AIME_I_P07,g-n5-m8-d7ed48430d5f1b67,8,0,C,C,1,1,0,14,14,64061,37192,0,0,0,0,0,0,0,14,0,0,0,0,0,698.5730766132474,0.9,ceiling
run-spec-265a4cf964c931aa4598,full_rationale,2026_AIME_I_P07,g-n5-m8-7f3a9ce5d54de331,8,0,C,C,1,1,0,13,13,59556,30136,0,0,0,0,0,0,0,13,0,0,0,0,0,566.4907633364201,0.9,ceiling
run-spec-fa54374642458023de01,full_rationale,2026_AIME_I_P07,g-n5-m8-9970b4b974e58087,8,0,C,C,1,1,0,12,12,42560,26145,0,0,0,0,0,0,0,12,0,0,0,0,0,481.99587893113494,0.9,ceiling
run-spec-00d75f288b0efce9a3b5,full_rationale,2026_AIME_I_P07,g-n5-m12-e751609d27011f71,12,0,C,C,1,1,0,15,15,100027,35332,0,0,0,0,0,0,0,15,0,0,0,0,0,667.373271048069,0.9,ceiling
run-spec-13dea2eb15a93916a1ea,full_rationale,2026_AIME_I_P07,g-n5-m12-b7994e50c3403f63,12,0,C,C,1,1,0,16,16,97835,37627,0,0,0,0,0,0,0,16,0,0,0,0,0,706.9155017733574,0.9,ceiling
run-spec-1e28d4dadd366eb0d531,full_rationale,2026_AIME_I_P07,g-n5-m12-c2d302af32c23635,12,0,O,C,0,1,1,15,15,81218,31721,0,0,0,0,0,0,0,15,0,0,0,0,0,608.6521954722703,0.9,ceiling
run-spec-f57e57fd42ead34d6652,full_rationale,2026_AIME_I_P07,g-n5-m16-d8343258cfd33056,16,0,C,C,1,1,0,16,16,100205,31682,0,0,0,0,0,0,0,16,0,0,0,0,0,608.351243827492,0.9,ceiling
run-spec-2f66a59fb3572a431a41,full_rationale,2026_AIME_I_P07,g-n5-m4-fc174fd4cac969a2,4,0,C,C,1,1,0,16,16,53897,33885,0,0,0,0,0,0,0,16,0,0,0,0,0,649.1570907123387,0.9,ceiling
run-spec-448e1ebfc36519a4a861,full_rationale,2026_AIME_I_P07,g-n5-m4-c86f6be403cf7523,4,0,C,C,1,1,0,14,14,45156,29718,0,0,0,0,0,0,0,14,0,0,0,0,0,579.8363574668765,0.9,ceiling
run-spec-8c5999c74048145b139e,full_rationale,2026_AIME_I_P07,g-n5-m8-098c132ef3277e03,8,0,C,C,1,1,0,13,13,53340,27779,0,0,0,0,0,0,0,13,0,0,0,0,0,568.9006233289838,0.9,ceiling
run-spec-3da9132601f6ed3edc45,full_rationale,2026_AIME_I_P07,g-n5-m8-8cbea459f4a9f71d,8,0,C,C,1,1,0,14,14,69556,33294,0,0,0,0,0,0,0,14,0,0,0,0,0,662.6815611235797,0.9,ceiling
